home,office,home_lat,home_lon,office_lat,office_lon,day_of_week,time,duration_mins,date,day,direction,travel_time_minutes,start_lat,start_lng,end_lat,end_lng,hour_of_day,Date,OnlyTime
Girinagar,Kengeri,12.9444,77.5443,12.9141,77.5145,Wednesday,2025-02-12 18:11:00,24.383333333333333,,,,,,,,,,2025-02-12,18:11:00
Nagavara,Jeevan Bima Nagar,13.0458,77.6245,12.9635,77.6533,Saturday,2025-01-25 08:20:00,41.21666666666667,,,,,,,,,,2025-01-25,08:20:00
Majestic,Malleswaram West,12.9763,77.5712,13.0095,77.5601,Wednesday,2025-03-12 09:29:00,18.53333333333333,,,,,,,,,,2025-03-12,09:29:00
Banashankari,Kengeri,12.9184,77.5736,12.9141,77.5145,Thursday,2025-02-20 12:04:00,34.28333333333333,,,,,,,,,,2025-02-20,12:04:00
Koramangala,Jayanagar,12.9352,77.6245,12.925,77.5938,Sunday,2025-03-09 09:35:00,16.583333333333332,,,,,,,,,,2025-03-09,09:35:00
Attiguppe,Sadashivanagar,12.9733,77.5333,13.0084,77.5801,Tuesday,2025-02-18 08:50:00,28.366666666666667,,,,,,,,,,2025-02-18,08:50:00
JP Nagar,Banashankari,12.901,77.5855,12.9184,77.5736,Saturday,2025-02-15 13:36:00,14.366666666666667,,,,,,,,,,2025-02-15,13:36:00
Majestic,Marathahalli,12.9763,77.5712,12.955,77.7019,Tuesday,2025-01-14 11:51:00,67.68333333333334,,,,,,,,,,2025-01-14,11:51:00
Basavanagudi,Frazer Town,12.9407,77.5848,12.9983,77.622,Thursday,2025-02-20 10:09:00,35.53333333333333,,,,,,,,,,2025-02-20,10:09:00
Varthur,Cooke Town,12.9351,77.75,13.0019,77.6198,Sunday,2025-03-16 16:59:00,61.71666666666667,,,,,,,,,,2025-03-16,16:59:00
JP Nagar,BTM Layout,12.901,77.5855,12.9166,77.6101,Friday,2025-02-28 13:48:00,14.5,,,,,,,,,,2025-02-28,13:48:00
Peenya,Malleswaram West,13.0272,77.518,13.0095,77.5601,Tuesday,2025-03-11 10:51:00,24.58333333333333,,,,,,,,,,2025-03-11,10:51:00
Varthur,Vijayanagar,12.9351,77.75,12.9798,77.5441,Saturday,2025-03-29 14:28:00,98.23333333333332,,,,,,,,,,2025-03-29,14:28:00
Kasturinagar,Vijayanagar,13.0086,77.6614,12.9798,77.5441,Saturday,2025-02-08 09:44:00,48.833333333333336,,,,,,,,,,2025-02-08,09:44:00
Yelahanka,Shivajinagar,13.1007,77.5963,12.9912,77.605,Thursday,2025-01-16 10:14:00,34.4,,,,,,,,,,2025-01-16,10:14:00
Richmond Town,Rajajinagar,12.9613,77.6005,12.9911,77.556,Thursday,2025-03-06 09:02:00,23.866666666666667,,,,,,,,,,2025-03-06,09:02:00
Koramangala,Nagavara,12.9352,77.6245,13.0458,77.6245,Saturday,2025-02-15 12:27:00,51.516666666666666,,,,,,,,,,2025-02-15,12:27:00
Shivajinagar,Padmanabhanagar,12.9912,77.605,12.924,77.5601,Friday,2025-03-07 10:36:00,43.31666666666667,,,,,,,,,,2025-03-07,10:36:00
Indiranagar,Padmanabhanagar,12.9716,77.6412,12.924,77.5601,Sunday,2025-03-02 10:17:00,42.03333333333333,,,,,,,,,,2025-03-02,10:17:00
HSR Layout,HSR Sector 7,12.9121,77.6446,12.906,77.646,Wednesday,2025-02-19 15:19:00,2.5166666666666666,,,,,,,,,,2025-02-19,15:19:00
Peenya,Sadashivanagar,13.0272,77.518,13.0084,77.5801,Friday,2025-02-14 10:09:00,28.966666666666665,,,,,,,,,,2025-02-14,10:09:00
Sadashivanagar,Hennur,13.0084,77.5801,13.041,77.652,Saturday,2025-02-08 18:23:00,38.98333333333333,,,,,,,,,,2025-02-08,18:23:00
Rajajinagar,Padmanabhanagar,12.9911,77.556,12.924,77.5601,Monday,2025-01-13 09:58:00,36.65,,,,,,,,,,2025-01-13,09:58:00
Shivajinagar,Varthur,12.9912,77.605,12.9351,77.75,Wednesday,2025-01-22 17:53:00,76.01666666666667,,,,,,,,,,2025-01-22,17:53:00
Vijayanagar,Bellandur,12.9798,77.5441,12.9355,77.6762,Saturday,2025-03-15 13:57:00,69.25,,,,,,,,,,2025-03-15,13:57:00
Jeevan Bima Nagar,Vijayanagar,12.9635,77.6533,12.9798,77.5441,Friday,2025-03-28 14:34:00,53.2,,,,,,,,,,2025-03-28,14:34:00
Banashankari,Bellandur,12.9184,77.5736,12.9355,77.6762,Monday,2025-04-07 11:52:00,36.583333333333336,,,,,,,,,,2025-04-07,11:52:00
Sadashivanagar,Cooke Town,13.0084,77.5801,13.0019,77.6198,Thursday,2025-01-16 18:53:00,24.683333333333334,,,,,,,,,,2025-01-16,18:53:00
Frazer Town,Indiranagar,12.9983,77.622,12.9716,77.6412,Thursday,2025-03-27 10:45:00,21.316666666666663,,,,,,,,,,2025-03-27,10:45:00
Banerghatta Circle,Kengeri,12.91,77.5952,12.9141,77.5145,Tuesday,2025-02-25 11:02:00,40.53333333333333,,,,,,,,,,2025-02-25,11:02:00
Attiguppe,Yelahanka,12.9733,77.5333,13.1007,77.5963,Tuesday,2025-01-21 13:42:00,42.43333333333333,,,,,,,,,,2025-01-21,13:42:00
Ulsoor,BTM Layout,12.9784,77.6192,12.9166,77.6101,Thursday,2025-03-13 14:50:00,43.23333333333333,,,,,,,,,,2025-03-13,14:50:00
Lalbagh,Hennur,12.9507,77.5848,13.041,77.652,Thursday,2025-03-20 17:44:00,67.9,,,,,,,,,,2025-03-20,17:44:00
MG Road,BTM Layout,12.9756,77.605,12.9166,77.6101,Sunday,2025-03-23 11:49:00,33.46666666666667,,,,,,,,,,2025-03-23,11:49:00
Bommanahalli,RT Nagar,12.8926,77.6101,13.0086,77.5917,Saturday,2025-03-15 12:15:00,58.88333333333333,,,,,,,,,,2025-03-15,12:15:00
Peenya,HSR Layout,13.0272,77.518,12.9121,77.6446,Sunday,2025-03-23 10:12:00,58.38333333333333,,,,,,,,,,2025-03-23,10:12:00
Hebbal,Hoodi,13.0352,77.5912,12.9918,77.7114,Thursday,2025-03-06 14:43:00,46.91666666666666,,,,,,,,,,2025-03-06,14:43:00
Kengeri,Hoodi,12.9141,77.5145,12.9918,77.7114,Friday,2025-03-07 13:05:00,82.45,,,,,,,,,,2025-03-07,13:05:00
RT Nagar,Girinagar,13.0086,77.5917,12.9444,77.5443,Tuesday,2025-03-25 08:26:00,34.733333333333334,,,,,,,,,,2025-03-25,08:26:00
Frazer Town,Nagavara,12.9983,77.622,13.0458,77.6245,Tuesday,2025-02-18 08:21:00,21.133333333333333,,,,,,,,,,2025-02-18,08:21:00
Basavanagudi,Kengeri,12.9407,77.5848,12.9141,77.5145,Thursday,2025-01-30 08:13:00,34.61666666666667,,,,,,,,,,2025-01-30,08:13:00
Bannerghatta Road,MG Road,12.8732,77.5771,12.9756,77.605,Thursday,2025-02-27 15:44:00,53.65,,,,,,,,,,2025-02-27,15:44:00
Cooke Town,Richmond Town,13.0019,77.6198,12.9613,77.6005,Thursday,2025-02-20 12:29:00,30.33333333333333,,,,,,,,,,2025-02-20,12:29:00
RT Nagar,Majestic,13.0086,77.5917,12.9763,77.5712,Thursday,2025-01-16 09:55:00,24.03333333333333,,,,,,,,,,2025-01-16,09:55:00
Frazer Town,Yelahanka,12.9983,77.622,13.1007,77.5963,Sunday,2025-02-23 16:49:00,36.21666666666667,,,,,,,,,,2025-02-23,16:49:00
Kumaraswamy Layout,Frazer Town,12.9072,77.5659,12.9983,77.622,Saturday,2025-03-22 15:30:00,58.38333333333333,,,,,,,,,,2025-03-22,15:30:00
Banashankari,Jeevan Bima Nagar,12.9184,77.5736,12.9635,77.6533,Wednesday,2025-02-05 09:07:00,49.75,,,,,,,,,,2025-02-05,09:07:00
Hennur,Bannerghatta Road,13.041,77.652,12.8732,77.5771,Friday,2025-01-31 08:01:00,84.0,,,,,,,,,,2025-01-31,08:01:00
Rajajinagar,Kumaraswamy Layout,12.9911,77.556,12.9072,77.5659,Tuesday,2025-02-18 14:21:00,40.81666666666667,,,,,,,,,,2025-02-18,14:21:00
Bellandur,Rajajinagar,12.9355,77.6762,12.9911,77.556,Tuesday,2025-02-04 08:01:00,55.96666666666667,,,,,,,,,,2025-02-04,08:01:00
Whitefield,Frazer Town,12.9698,77.7499,12.9983,77.622,Friday,2025-02-14 09:17:00,49.6,,,,,,,,,,2025-02-14,09:17:00
Banashankari,Yelahanka,12.9184,77.5736,13.1007,77.5963,Friday,2025-02-14 09:54:00,55.516666666666666,,,,,,,,,,2025-02-14,09:54:00
Kumaraswamy Layout,JP Nagar,12.9072,77.5659,12.901,77.5855,Monday,2025-03-24 15:50:00,16.516666666666666,,,,,,,,,,2025-03-24,15:50:00
BTM Layout,Domlur,12.9166,77.6101,12.9581,77.6388,Friday,2025-01-31 14:43:00,26.316666666666663,,,,,,,,,,2025-01-31,14:43:00
Yelahanka,Bellandur,13.1007,77.5963,12.9355,77.6762,Saturday,2025-02-22 11:00:00,60.766666666666666,,,,,,,,,,2025-02-22,11:00:00
HSR Layout,Koramangala,12.9121,77.6446,12.9352,77.6245,Sunday,2025-03-23 16:40:00,16.016666666666666,,,,,,,,,,2025-03-23,16:40:00
KR Puram,Banashankari,13.0116,77.6856,12.9184,77.5736,Tuesday,2025-01-14 08:32:00,67.96666666666667,,,,,,,,,,2025-01-14,08:32:00
MG Road,Koramangala,12.9756,77.605,12.9352,77.6245,Sunday,2025-03-16 12:52:00,23.48333333333333,,,,,,,,,,2025-03-16,12:52:00
Shivajinagar,Frazer Town,12.9912,77.605,12.9983,77.622,Saturday,2025-02-01 14:51:00,10.75,,,,,,,,,,2025-02-01,14:51:00
Cooke Town,JP Nagar,13.0019,77.6198,12.901,77.5855,Saturday,2025-04-05 09:42:00,46.2,,,,,,,,,,2025-04-05,09:42:00
Peenya,Cooke Town,13.0272,77.518,13.0019,77.6198,Tuesday,2025-03-18 18:27:00,48.98333333333333,,,,,,,,,,2025-03-18,18:27:00
Girinagar,Domlur,12.9444,77.5443,12.9581,77.6388,Friday,2025-04-04 15:27:00,45.833333333333336,,,,,,,,,,2025-04-04,15:27:00
Domlur,Varthur,12.9581,77.6388,12.9351,77.75,Friday,2025-03-21 15:22:00,49.63333333333333,,,,,,,,,,2025-03-21,15:22:00
Girinagar,Malleswaram West,12.9444,77.5443,13.0095,77.5601,Thursday,2025-03-13 10:52:00,35.266666666666666,,,,,,,,,,2025-03-13,10:52:00
Hoodi,Kumaraswamy Layout,12.9918,77.7114,12.9072,77.5659,Sunday,2025-01-19 10:57:00,55.266666666666666,,,,,,,,,,2025-01-19,10:57:00
Banerghatta Circle,Malleshwaram,12.91,77.5952,13.0097,77.569,Tuesday,2025-03-04 08:06:00,44.75,,,,,,,,,,2025-03-04,08:06:00
Whitefield,Sadashivanagar,12.9698,77.7499,13.0084,77.5801,Thursday,2025-01-16 15:01:00,68.06666666666666,,,,,,,,,,2025-01-16,15:01:00
Malleshwaram,MG Road,13.0097,77.569,12.9756,77.605,Friday,2025-02-07 17:59:00,30.75,,,,,,,,,,2025-02-07,17:59:00
Indiranagar,Varthur,12.9716,77.6412,12.9351,77.75,Friday,2025-02-14 09:03:00,44.41666666666666,,,,,,,,,,2025-02-14,09:03:00
Shivajinagar,Indiranagar,12.9912,77.605,12.9716,77.6412,Sunday,2025-03-30 14:41:00,21.516666666666666,,,,,,,,,,2025-03-30,14:41:00
Malleshwaram,MG Road,13.0097,77.569,12.9756,77.605,Wednesday,2025-02-12 14:17:00,29.633333333333333,,,,,,,,,,2025-02-12,14:17:00
Domlur,Richmond Town,12.9581,77.6388,12.9613,77.6005,Saturday,2025-03-22 17:49:00,21.85,,,,,,,,,,2025-03-22,17:49:00
BTM Layout,Sadashivanagar,12.9166,77.6101,13.0084,77.5801,Saturday,2025-03-01 10:56:00,55.96666666666667,,,,,,,,,,2025-03-01,10:56:00
Bannerghatta Road,Hoodi,12.8732,77.5771,12.9918,77.7114,Wednesday,2025-02-12 14:57:00,78.51666666666667,,,,,,,,,,2025-02-12,14:57:00
Nagavara,Peenya,13.0458,77.6245,13.0272,77.518,Sunday,2025-04-06 18:19:00,39.95,,,,,,,,,,2025-04-06,18:19:00
Bellandur,RT Nagar,12.9355,77.6762,13.0086,77.5917,Wednesday,2025-02-19 18:32:00,62.15,,,,,,,,,,2025-02-19,18:32:00
RT Nagar,Attiguppe,13.0086,77.5917,12.9733,77.5333,Friday,2025-01-24 11:18:00,27.316666666666663,,,,,,,,,,2025-01-24,11:18:00
Malleshwaram,Bommanahalli,13.0097,77.569,12.8926,77.6101,Monday,2025-02-17 17:24:00,65.98333333333333,,,,,,,,,,2025-02-17,17:24:00
Padmanabhanagar,Banashankari,12.924,77.5601,12.9184,77.5736,Sunday,2025-03-16 09:55:00,9.316666666666666,,,,,,,,,,2025-03-16,09:55:00
Hebbal,HSR Sector 7,13.0352,77.5912,12.906,77.646,Monday,2025-02-17 13:16:00,60.03333333333333,,,,,,,,,,2025-02-17,13:16:00
Nagavara,Jayanagar,13.0458,77.6245,12.925,77.5938,Wednesday,2025-03-12 12:31:00,63.16666666666666,,,,,,,,,,2025-03-12,12:31:00
Jayanagar,Girinagar,12.925,77.5938,12.9444,77.5443,Monday,2025-01-13 12:18:00,28.4,,,,,,,,,,2025-01-13,12:18:00
Malleswaram West,Shivajinagar,13.0095,77.5601,12.9912,77.605,Thursday,2025-01-30 09:24:00,19.466666666666665,,,,,,,,,,2025-01-30,09:24:00
Cooke Town,BTM Layout,13.0019,77.6198,12.9166,77.6101,Sunday,2025-02-09 13:21:00,49.0,,,,,,,,,,2025-02-09,13:21:00
Malleswaram West,Padmanabhanagar,13.0095,77.5601,12.924,77.5601,Sunday,2025-01-12 18:01:00,46.43333333333333,,,,,,,,,,2025-01-12,18:01:00
Hebbal,HSR Layout,13.0352,77.5912,12.9121,77.6446,Friday,2025-03-21 18:30:00,65.98333333333333,,,,,,,,,,2025-03-21,18:30:00
Malleshwaram,KR Puram,13.0097,77.569,13.0116,77.6856,Friday,2025-02-07 16:00:00,47.18333333333333,,,,,,,,,,2025-02-07,16:00:00
Bannerghatta Road,HSR Sector 7,12.8732,77.5771,12.906,77.646,Monday,2025-02-17 09:21:00,42.06666666666667,,,,,,,,,,2025-02-17,09:21:00
Varthur,Frazer Town,12.9351,77.75,12.9983,77.622,Sunday,2025-03-16 15:09:00,58.78333333333333,,,,,,,,,,2025-03-16,15:09:00
Sarjapur,Vijayanagar,12.8618,77.79,12.9798,77.5441,Sunday,2025-01-19 16:05:00,85.63333333333334,,,,,,,,,,2025-01-19,16:05:00
Peenya,Cooke Town,13.0272,77.518,13.0019,77.6198,Thursday,2025-04-03 08:48:00,46.73333333333333,,,,,,,,,,2025-04-03,08:48:00
Jayanagar,Basavanagudi,12.925,77.5938,12.9407,77.5848,Wednesday,2025-04-02 09:51:00,11.766666666666667,,,,,,,,,,2025-04-02,09:51:00
BTM Layout,Malleshwaram,12.9166,77.6101,13.0097,77.569,Monday,2025-02-17 10:18:00,59.48333333333333,,,,,,,,,,2025-02-17,10:18:00
Attiguppe,Shivajinagar,12.9733,77.5333,12.9912,77.605,Saturday,2025-01-25 11:32:00,36.41666666666666,,,,,,,,,,2025-01-25,11:32:00
JP Nagar,Shivajinagar,12.901,77.5855,12.9912,77.605,Saturday,2025-01-18 14:53:00,53.63333333333333,,,,,,,,,,2025-01-18,14:53:00
Electronic City,Jayanagar,12.8452,77.66,12.925,77.5938,Friday,2025-02-14 17:01:00,31.03333333333333,,,,,,,,,,2025-02-14,17:01:00
Ulsoor,BTM Layout,12.9784,77.6192,12.9166,77.6101,Tuesday,2025-03-18 14:20:00,42.35,,,,,,,,,,2025-03-18,14:20:00
Jeevan Bima Nagar,Sadashivanagar,12.9635,77.6533,13.0084,77.5801,Friday,2025-02-07 13:52:00,41.85,,,,,,,,,,2025-02-07,13:52:00
Hoodi,Indiranagar,12.9918,77.7114,12.9716,77.6412,Saturday,2025-01-25 13:26:00,30.966666666666665,,,,,,,,,,2025-01-25,13:26:00
Shivajinagar,Majestic,12.9912,77.605,12.9763,77.5712,Wednesday,2025-02-12 12:49:00,23.15,,,,,,,,,,2025-02-12,12:49:00
Bagalur,Sadashivanagar,13.14,77.686,13.0084,77.5801,Tuesday,2025-03-25 08:50:00,55.56666666666667,,,,,,,,,,2025-03-25,08:50:00
HSR Layout,Jayanagar,12.9121,77.6446,12.925,77.5938,Tuesday,2025-04-01 18:06:00,30.383333333333333,,,,,,,,,,2025-04-01,18:06:00
Jeevan Bima Nagar,Sadashivanagar,12.9635,77.6533,13.0084,77.5801,Saturday,2025-02-01 12:13:00,42.833333333333336,,,,,,,,,,2025-02-01,12:13:00
Bommanahalli,Lalbagh,12.8926,77.6101,12.9507,77.5848,Saturday,2025-02-01 15:58:00,33.15,,,,,,,,,,2025-02-01,15:58:00
Shivajinagar,Indiranagar,12.9912,77.605,12.9716,77.6412,Monday,2025-03-24 18:52:00,25.0,,,,,,,,,,2025-03-24,18:52:00
Whitefield,Kumaraswamy Layout,12.9698,77.7499,12.9072,77.5659,Tuesday,2025-02-25 16:23:00,86.58333333333333,,,,,,,,,,2025-02-25,16:23:00
Attiguppe,Girinagar,12.9733,77.5333,12.9444,77.5443,Thursday,2025-04-10 18:44:00,21.916666666666668,,,,,,,,,,2025-04-10,18:44:00
BTM Layout,Sarjapur,12.9166,77.6101,12.8618,77.79,Monday,2025-03-31 09:55:00,50.6,,,,,,,,,,2025-03-31,09:55:00
Sanjay Nagar,Ulsoor,13.0338,77.5675,12.9784,77.6192,Tuesday,2025-04-01 09:38:00,34.2,,,,,,,,,,2025-04-01,09:38:00
Sanjay Nagar,JP Nagar,13.0338,77.5675,12.901,77.5855,Thursday,2025-01-23 13:54:00,62.96666666666667,,,,,,,,,,2025-01-23,13:54:00
HSR Layout,Attiguppe,12.9121,77.6446,12.9733,77.5333,Saturday,2025-02-22 15:47:00,65.16666666666667,,,,,,,,,,2025-02-22,15:47:00
Majestic,Kumaraswamy Layout,12.9763,77.5712,12.9072,77.5659,Thursday,2025-01-23 13:34:00,44.833333333333336,,,,,,,,,,2025-01-23,13:34:00
Malleshwaram,Padmanabhanagar,13.0097,77.569,12.924,77.5601,Friday,2025-04-04 14:22:00,45.333333333333336,,,,,,,,,,2025-04-04,14:22:00
Padmanabhanagar,Rajajinagar,12.924,77.5601,12.9911,77.556,Sunday,2025-02-16 15:45:00,33.333333333333336,,,,,,,,,,2025-02-16,15:45:00
Jeevan Bima Nagar,Peenya,12.9635,77.6533,13.0272,77.518,Wednesday,2025-01-15 18:23:00,74.08333333333333,,,,,,,,,,2025-01-15,18:23:00
MG Road,Varthur,12.9756,77.605,12.9351,77.75,Sunday,2025-02-02 18:45:00,58.11666666666667,,,,,,,,,,2025-02-02,18:45:00
Rajajinagar,Marathahalli,12.9911,77.556,12.955,77.7019,Tuesday,2025-02-11 17:14:00,78.88333333333334,,,,,,,,,,2025-02-11,17:14:00
Malleshwaram,Banashankari,13.0097,77.569,12.9184,77.5736,Thursday,2025-01-30 14:28:00,50.93333333333333,,,,,,,,,,2025-01-30,14:28:00
Nagavara,Lalbagh,13.0458,77.6245,12.9507,77.5848,Sunday,2025-03-30 10:10:00,38.85,,,,,,,,,,2025-03-30,10:10:00
RT Nagar,Jeevan Bima Nagar,13.0086,77.5917,12.9635,77.6533,Saturday,2025-03-01 10:34:00,33.333333333333336,,,,,,,,,,2025-03-01,10:34:00
Nagavara,Banashankari,13.0458,77.6245,12.9184,77.5736,Sunday,2025-03-02 16:53:00,66.28333333333333,,,,,,,,,,2025-03-02,16:53:00
Jeevan Bima Nagar,Sadashivanagar,12.9635,77.6533,13.0084,77.5801,Saturday,2025-02-08 17:38:00,45.833333333333336,,,,,,,,,,2025-02-08,17:38:00
Kengeri,RT Nagar,12.9141,77.5145,13.0086,77.5917,Saturday,2025-01-18 14:04:00,56.43333333333333,,,,,,,,,,2025-01-18,14:04:00
Nagavara,Vijayanagar,13.0458,77.6245,12.9798,77.5441,Saturday,2025-02-01 14:38:00,54.56666666666667,,,,,,,,,,2025-02-01,14:38:00
Jayanagar,Whitefield,12.925,77.5938,12.9698,77.7499,Thursday,2025-03-27 08:46:00,58.75,,,,,,,,,,2025-03-27,08:46:00
HSR Sector 2,Banerghatta Circle,12.9163,77.6475,12.91,77.5952,Sunday,2025-02-16 17:39:00,21.15,,,,,,,,,,2025-02-16,17:39:00
Whitefield,Koramangala,12.9698,77.7499,12.9352,77.6245,Thursday,2025-01-23 11:46:00,60.11666666666667,,,,,,,,,,2025-01-23,11:46:00
Vijayanagar,Kasturinagar,12.9798,77.5441,13.0086,77.6614,Thursday,2025-02-20 09:38:00,53.13333333333333,,,,,,,,,,2025-02-20,09:38:00
KR Puram,Marathahalli,13.0116,77.6856,12.955,77.7019,Thursday,2025-01-30 17:17:00,44.96666666666667,,,,,,,,,,2025-01-30,17:17:00
Ulsoor,Bannerghatta Road,12.9784,77.6192,12.8732,77.5771,Wednesday,2025-03-12 18:07:00,72.4,,,,,,,,,,2025-03-12,18:07:00
Domlur,Banashankari,12.9581,77.6388,12.9184,77.5736,Tuesday,2025-01-21 14:11:00,42.65,,,,,,,,,,2025-01-21,14:11:00
Hoodi,Banashankari,12.9918,77.7114,12.9184,77.5736,Friday,2025-03-07 14:24:00,57.38333333333333,,,,,,,,,,2025-03-07,14:24:00
Kumaraswamy Layout,Banerghatta Circle,12.9072,77.5659,12.91,77.5952,Saturday,2025-01-25 09:34:00,16.766666666666666,,,,,,,,,,2025-01-25,09:34:00
Bannerghatta Road,Bagalur,12.8732,77.5771,13.14,77.686,Wednesday,2025-01-22 13:07:00,105.08333333333331,,,,,,,,,,2025-01-22,13:07:00
Rajajinagar,KR Puram,12.9911,77.556,13.0116,77.6856,Sunday,2025-03-09 09:11:00,43.36666666666667,,,,,,,,,,2025-03-09,09:11:00
Sarjapur,Nagavara,12.8618,77.79,13.0458,77.6245,Tuesday,2025-03-18 18:42:00,92.63333333333334,,,,,,,,,,2025-03-18,18:42:00
Kasturinagar,Sarjapur,13.0086,77.6614,12.8618,77.79,Monday,2025-02-10 11:17:00,72.43333333333334,,,,,,,,,,2025-02-10,11:17:00
Peenya,Jayanagar,13.0272,77.518,12.925,77.5938,Thursday,2025-01-16 11:43:00,57.95,,,,,,,,,,2025-01-16,11:43:00
Shivajinagar,Padmanabhanagar,12.9912,77.605,12.924,77.5601,Saturday,2025-02-01 16:27:00,45.98333333333333,,,,,,,,,,2025-02-01,16:27:00
Marathahalli,Malleswaram West,12.955,77.7019,13.0095,77.5601,Friday,2025-02-28 11:13:00,62.3,,,,,,,,,,2025-02-28,11:13:00
Attiguppe,KR Puram,12.9733,77.5333,13.0116,77.6856,Sunday,2025-02-09 17:05:00,63.43333333333333,,,,,,,,,,2025-02-09,17:05:00
Rajajinagar,Varthur,12.9911,77.556,12.9351,77.75,Wednesday,2025-03-12 16:49:00,98.68333333333334,,,,,,,,,,2025-03-12,16:49:00
Frazer Town,Indiranagar,12.9983,77.622,12.9716,77.6412,Sunday,2025-02-23 17:29:00,19.666666666666668,,,,,,,,,,2025-02-23,17:29:00
HSR Sector 7,Cooke Town,12.906,77.646,13.0019,77.6198,Thursday,2025-03-20 09:54:00,56.61666666666667,,,,,,,,,,2025-03-20,09:54:00
Kumaraswamy Layout,Cooke Town,12.9072,77.5659,13.0019,77.6198,Wednesday,2025-04-02 17:20:00,62.55,,,,,,,,,,2025-04-02,17:20:00
HSR Sector 2,Whitefield,12.9163,77.6475,12.9698,77.7499,Monday,2025-02-03 14:00:00,41.38333333333333,,,,,,,,,,2025-02-03,14:00:00
Banashankari,Vijayanagar,12.9184,77.5736,12.9798,77.5441,Friday,2025-03-21 10:19:00,39.56666666666667,,,,,,,,,,2025-03-21,10:19:00
Kasturinagar,JP Nagar,13.0086,77.6614,12.901,77.5855,Sunday,2025-04-06 09:04:00,53.53333333333333,,,,,,,,,,2025-04-06,09:04:00
Hebbal,Sarjapur,13.0352,77.5912,12.8618,77.79,Wednesday,2025-02-05 14:16:00,91.95,,,,,,,,,,2025-02-05,14:16:00
Nagavara,Girinagar,13.0458,77.6245,12.9444,77.5443,Thursday,2025-03-06 15:21:00,58.6,,,,,,,,,,2025-03-06,15:21:00
Vijayanagar,HSR Sector 7,12.9798,77.5441,12.906,77.646,Tuesday,2025-02-25 18:50:00,62.15,,,,,,,,,,2025-02-25,18:50:00
HSR Sector 7,Hennur,12.906,77.646,13.041,77.652,Wednesday,2025-01-22 17:40:00,83.28333333333333,,,,,,,,,,2025-01-22,17:40:00
Hennur,Koramangala,13.041,77.652,12.9352,77.6245,Wednesday,2025-03-12 15:48:00,64.26666666666667,,,,,,,,,,2025-03-12,15:48:00
Kumaraswamy Layout,Indiranagar,12.9072,77.5659,12.9716,77.6412,Saturday,2025-02-15 12:37:00,52.46666666666667,,,,,,,,,,2025-02-15,12:37:00
HSR Sector 7,Sadashivanagar,12.906,77.646,13.0084,77.5801,Saturday,2025-01-18 12:30:00,61.21666666666667,,,,,,,,,,2025-01-18,12:30:00
Shivajinagar,Varthur,12.9912,77.605,12.9351,77.75,Sunday,2025-02-02 09:33:00,54.016666666666666,,,,,,,,,,2025-02-02,09:33:00
Hennur,Hoodi,13.041,77.652,12.9918,77.7114,Monday,2025-02-24 10:12:00,38.41666666666666,,,,,,,,,,2025-02-24,10:12:00
Shivajinagar,Attiguppe,12.9912,77.605,12.9733,77.5333,Tuesday,2025-01-14 17:45:00,39.11666666666667,,,,,,,,,,2025-01-14,17:45:00
Rajajinagar,Marathahalli,12.9911,77.556,12.955,77.7019,Saturday,2025-03-08 14:12:00,66.38333333333334,,,,,,,,,,2025-03-08,14:12:00
HSR Layout,Peenya,12.9121,77.6446,13.0272,77.518,Monday,2025-03-17 16:54:00,75.71666666666667,,,,,,,,,,2025-03-17,16:54:00
Banashankari,Attiguppe,12.9184,77.5736,12.9733,77.5333,Wednesday,2025-02-05 11:13:00,39.06666666666667,,,,,,,,,,2025-02-05,11:13:00
Domlur,Richmond Town,12.9581,77.6388,12.9613,77.6005,Thursday,2025-01-23 18:40:00,24.33333333333333,,,,,,,,,,2025-01-23,18:40:00
Girinagar,Yelahanka,12.9444,77.5443,13.1007,77.5963,Wednesday,2025-01-29 10:23:00,50.18333333333333,,,,,,,,,,2025-01-29,10:23:00
HSR Layout,Kumaraswamy Layout,12.9121,77.6446,12.9072,77.5659,Friday,2025-03-21 12:47:00,34.88333333333333,,,,,,,,,,2025-03-21,12:47:00
Kasturinagar,Koramangala,13.0086,77.6614,12.9352,77.6245,Monday,2025-02-10 15:39:00,43.93333333333333,,,,,,,,,,2025-02-10,15:39:00
Basavanagudi,RT Nagar,12.9407,77.5848,13.0086,77.5917,Monday,2025-02-24 17:53:00,44.96666666666667,,,,,,,,,,2025-02-24,17:53:00
Vijayanagar,Rajajinagar,12.9798,77.5441,12.9911,77.556,Sunday,2025-03-09 17:00:00,10.866666666666667,,,,,,,,,,2025-03-09,17:00:00
Ulsoor,Attiguppe,12.9784,77.6192,12.9733,77.5333,Monday,2025-02-17 11:49:00,37.31666666666667,,,,,,,,,,2025-02-17,11:49:00
Vijayanagar,Indiranagar,12.9798,77.5441,12.9716,77.6412,Saturday,2025-04-05 09:23:00,46.28333333333333,,,,,,,,,,2025-04-05,09:23:00
Lalbagh,Banashankari,12.9507,77.5848,12.9184,77.5736,Thursday,2025-03-27 10:37:00,18.58333333333333,,,,,,,,,,2025-03-27,10:37:00
Indiranagar,Cooke Town,12.9716,77.6412,13.0019,77.6198,Saturday,2025-03-01 18:35:00,26.466666666666665,,,,,,,,,,2025-03-01,18:35:00
